amfi_code,date,nav,daily_return,returns,rolling_mean,rolling_std,rolling_sharpe
100016,2022-02-22,519.1698,-0.0427422997436588,-0.0004274229974365884,,,
100016,2022-02-23,528.4118,1.7801497698826108,0.017801497698826108,,,
100016,2022-02-24,520.6004,-1.4782788726519611,-0.014782788726519613,,,
100016,2022-02-25,521.3038,0.1351132269587163,0.001351132269587163,,,
100016,2022-02-28,514.1489,-1.3725010253138326,-0.013725010253138326,,,
100016,2022-03-01,503.1674,-2.1358598647201354,-0.021358598647201354,,,
100016,2022-03-02,504.7495,0.3144281604889443,0.003144281604889443,,,
100016,2022-03-03,505.6316,0.1747599551856771,0.001747599551856771,,,
100016,2022-03-04,504.6233,-0.1994139606780964,-0.0019941396067809647,,,
100016,2022-03-07,504.411,-0.0420709864169865,-0.0004207098641698659,,,
100016,2022-03-08,518.6513,2.823154134227845,0.028231541342278454,,,
100016,2022-03-09,517.7387,-0.1759563699155863,-0.0017595636991558639,,,
100016,2022-03-10,520.3416,0.5027439517270027,0.005027439517270027,,,
100016,2022-03-11,517.6372,-0.5197354968351497,-0.0051973549683514975,,,
100016,2022-03-14,519.2545,0.3124389050864096,0.003124389050864096,,,
100016,2022-03-15,518.432,-0.1584001679330593,-0.0015840016793305933,,,
100016,2022-03-16,516.825,-0.3099731498055647,-0.0030997314980556467,,,
100016,2022-03-17,525.4534,1.6695012818652266,0.016695012818652266,,,
100016,2022-03-18,531.2109,1.0957203816742034,0.010957203816742034,,,
100016,2022-03-21,532.1264,0.1723420961429633,0.0017234209614296336,,,
100016,2022-03-22,521.6911,-1.961056621133628,-0.019610566211336278,,,
100016,2022-03-23,520.3011,-0.2664411947989831,-0.002664411947989831,,,
100016,2022-03-24,533.1283,2.465341703102286,0.024653417031022862,,,
100016,2022-03-25,532.3194,-0.1517270795791558,-0.0015172707957915588,,,
100016,2022-03-28,537.8012,1.029795269531797,0.010297952695317969,,,
100016,2022-03-29,544.965,1.332053554361723,0.013320535543617229,,,
100016,2022-03-30,546.3002,0.2450065600543061,0.002450065600543061,,,
100016,2022-03-31,542.5392,-0.6884493177926609,-0.006884493177926609,,,
100016,2022-04-01,531.285,-2.0743570234187825,-0.020743570234187825,,,
100016,2022-04-04,534.7762,0.6571237659636742,0.006571237659636742,,,
100016,2022-04-05,531.2213,-0.6647453645094892,-0.006647453645094892,,,
100016,2022-04-06,532.3217,0.2071453083676955,0.002071453083676955,,,
100016,2022-04-07,526.7582,-1.0451386821164643,-0.010451386821164643,,,
100016,2022-04-08,525.7986,-0.1821708708094171,-0.0018217087080941718,,,
100016,2022-04-11,526.2264,0.0813619511349061,0.0008136195113490619,,,
100016,2022-04-12,527.7466,0.2888870645790353,0.0028888706457903535,,,
100016,2022-04-13,522.8529,-0.9272821463937376,-0.009272821463937375,,,
100016,2022-04-14,528.6739,1.1133150452067977,0.011133150452067975,,,
100016,2022-04-15,526.1696,-0.4736946537364672,-0.004736946537364672,,,
100016,2022-04-18,518.7241,-1.4150380409662433,-0.014150380409662433,,,
100016,2022-04-19,518.493,-0.0445516219508501,-0.0004455162195085016,,,
100016,2022-04-20,518.9178,0.0819297463996671,0.000819297463996671,,,
100016,2022-04-21,519.9214,0.1934025003574646,0.0019340250035746465,,,
100016,2022-04-22,526.4763,1.260748259256128,0.012607482592561281,,,
100016,2022-04-25,525.6507,-0.1568161757708797,-0.001568161757708797,,,
100016,2022-04-26,525.3674,-0.0538951056281433,-0.0005389510562814337,,,
100016,2022-04-27,520.5493,-0.9170915439366768,-0.009170915439366767,,,
100016,2022-04-28,524.6005,0.7782548165947034,0.007782548165947034,,,
100016,2022-04-29,525.7251,0.2143726511888655,0.002143726511888655,,,
100016,2022-05-02,524.0515,-0.3183412775992544,-0.0031834127759925446,,,
100016,2022-05-03,515.5881,-1.6149939462056673,-0.016149939462056673,,,
100016,2022-05-04,522.4674,1.3342627574220556,0.013342627574220556,,,
100016,2022-05-05,517.1078,-1.025824769162631,-0.01025824769162631,,,
100016,2022-05-06,514.6837,-0.4687803974335658,-0.004687803974335658,,,
100016,2022-05-09,516.5793,0.3683038728446108,0.0036830387284461086,-3.872586352487378e-05,0.009488892385512707,-0.06478670008913191
100016,2022-05-10,511.4204,-0.9986656453326748,-0.009986656453326748,-3.518120991158829e-05,0.00948507280631645,-0.05888034861668378
100016,2022-05-11,504.9889,-1.2575759590348734,-0.012575759590348734,-0.00031785795172904535,0.009475387411753335,-0.5325205541313983
100016,2022-05-12,495.8735,-1.8050693787526884,-0.018050693787526884,-0.00039200484054502133,0.009588340059353388,-0.6490053425695449
100016,2022-05-13,499.2941,0.6898130269111125,0.006898130269111125,-0.00030191457918776505,0.009618611462344275,-0.49827829942568036
100016,2022-05-16,497.1556,-0.4283046805479973,-0.004283046805479973,-0.00025351943297407343,0.009587100551127607,-0.41978241612952405
100016,2022-05-17,510.4206,2.668178735188742,0.02668178735188742,-1.88553674409126e-05,0.009981413297877075,-0.029987705130700912
100016,2022-05-18,506.2251,-0.8219691760089631,-0.008219691760089631,-8.347166145404995e-05,0.010015793354670831,-0.1322982113798116
100016,2022-05-19,502.3871,-0.7581607470668716,-0.007581607470668716,-0.0001227094450066388,0.010038399788551323,-0.19405005688850466
100016,2022-05-20,500.1462,-0.4460504658658548,-0.004460504658658548,-0.00026196834647021554,0.010010324801570375,-0.415432931420326
100016,2022-05-23,501.4785,0.2663821098710661,0.0026638210987106614,-0.000240991559489851,0.01001450133044826,-0.38200827785834474
100016,2022-05-24,499.6609,-0.3624482405526819,-0.0036244824055268188,-0.0003377642698230993,0.010004532347364502,-0.5359412486385641
100016,2022-05-25,502.6257,0.5933624183921404,0.005933624183921404,-0.00018177241237500802,0.009991496254304939,-0.28880034748509636
100016,2022-05-26,498.5637,-0.8081560493225948,-0.008081560493225948,-0.00014042181662274396,0.009950476782077954,-0.22402215304950146
100016,2022-05-27,492.78,-1.1600724240453109,-0.011600724240453109,-0.0002855670711042868,0.010021852844213164,-0.45233519061735594
100016,2022-05-30,485.277,-1.522586143918181,-0.01522586143918181,-0.00042926002276980746,0.010142946235895598,-0.6718256658079702
100016,2022-05-31,476.0989,-1.891311560201692,-0.018913115602016917,-0.0007067250604069739,0.01030375347661846,-1.088818026970653
100016,2022-06-01,474.1732,-0.4044747845458163,-0.004044747845458163,-0.0007495699224511382,0.010309590671426158,-1.1541732363184174
100016,2022-06-02,473.1602,-0.213635017753011,-0.002136350177530111,-0.0007991643293662309,0.010305358775464714,-1.2310430630774887
100016,2022-06-03,470.7754,-0.5040153419497262,-0.005040153419497262,-0.0007028756393426766,0.010223567717461779,-1.0913807365681205
100016,2022-06-06,476.2119,1.1547969583797224,0.011547969583797224,-0.0007669932963509534,0.010126913800319036,-1.2023051994385638
100016,2022-06-07,481.6458,1.1410676633658134,0.011410676633658134,-0.0006298488500434278,0.010207903764445565,-0.979490084876658
100016,2022-06-08,480.4735,-0.2433946273381781,-0.002433946273381782,-0.0007312296768465676,0.010179656063808594,-1.140304857499665
100016,2022-06-09,473.1759,-1.5188350658256855,-0.015188350658256855,-0.0008240534415821682,0.010273587208516864,-1.2733082004575058
100016,2022-06-10,471.0598,-0.4472121255541528,-0.004472121255541528,-0.0009097148250580241,0.01027148307037328,-1.4059581316165435
100016,2022-06-13,468.8163,-0.4762664952517648,-0.004762664952517648,-0.0008413650578529077,0.010224521969963464,-1.306296398856222
100016,2022-06-14,466.3477,-0.5265601899933969,-0.005265601899933969,-0.0009500160902230961,0.010218939178025117,-1.475792901270188
100016,2022-06-15,463.7261,-0.5621556619663792,-0.005621556619663792,-0.0009833654542091854,0.010229343045343477,-1.52604547224404
100016,2022-06-16,461.2993,-0.5233261617148433,-0.0052332616171484325,-0.001050108805245141,0.010237343785130859,-1.6283482160322638
100016,2022-06-17,459.9666,-0.2889013705418608,-0.0028890137054186082,-0.0011565838698591167,0.010205682219687815,-1.7990173851187308
100016,2022-06-20,457.6317,-0.5076238144247847,-0.005076238144247847,-0.001098533573886128,0.010167873990008717,-1.715076315587897
100016,2022-06-21,458.7099,0.2356043080057546,0.002356043080057546,-0.001011182673563666,0.010163356500961201,-1.5794021693840101
100016,2022-06-22,460.4075,0.3700813956707849,0.003700813956707849,-0.001020723542045211,0.010158470130324131,-1.5950712744859592
100016,2022-06-23,456.9604,-0.74870630908489,-0.0074870630908489,-0.001317273385228796,0.00994887775620414,-2.1018518096633856
100016,2022-06-24,462.3501,1.1794676300178386,0.011794676300178386,-0.0011784253956140837,0.010044308657824665,-1.8624400991554213
100016,2022-06-27,458.6076,-0.8094515389960977,-0.008094515389960977,-0.0013322051185710455,0.010043056268145022,-2.10574351768557
100016,2022-06-28,452.344,-1.3657863498119038,-0.013657863498119038,-0.0014792100130230728,0.010126150057336834,-2.318919910806621
100016,2022-06-29,454.0998,0.3881559167359327,0.0038815591673593275,-0.0016338759967060368,0.009932809467628853,-2.611242815735135
100016,2022-06-30,451.0707,-0.6670560083928745,-0.006670560083928745,-0.0015437401228994717,0.009848598672177782,-2.488284429119376
100016,2022-07-01,452.584,0.3354906448146622,0.0033549064481466218,-0.0015214759653599222,0.009857477379979353,-2.4501889529749303
100016,2022-07-04,443.3196,-2.047001219663092,-0.020470012196630916,-0.0015964204313987287,0.009976226145834103,-2.5402780897146613
100016,2022-07-05,449.0289,1.287851924435568,0.01287851924435568,-0.0012160080103814283,0.009866347757225424,-1.9565019601355218
100016,2022-07-06,451.9322,0.6465730824897875,0.006465730824897875,-0.0011791030190480014,0.009889026500223467,-1.8927727770509897
100016,2022-07-07,446.2213,-1.2636630007775596,-0.012636630007775596,-0.0013389277919328053,0.009957196932175559,-2.1346187998832953
100016,2022-07-08,440.6669,-1.2447635287692438,-0.012447635287692438,-0.0014550777439429328,0.010025660057335573,-2.303952354291797
100016,2022-07-11,447.4448,1.538100547147958,0.01538100547147958,-0.0012795031291023835,0.010181136392792688,-1.9950113331535302
100016,2022-07-12,444.7739,-0.596922793604926,-0.0059692279360492595,-0.001659511676639358,0.009693875103478982,-2.7175851642362345
100016,2022-07-13,441.7416,-0.6817621267794727,-0.006817621267794727,-0.001715712316290901,0.009709111850586672,-2.8052090737601465
100016,2022-07-14,433.2246,-1.9280502447584724,-0.019280502447584724,-0.001985800560344843,0.00985640519335336,-3.198286393251047
100016,2022-07-15,432.1093,-0.257441521095525,-0.00257441521095525,-0.001956656785262662,0.009850678594083439,-3.1531800812310204
100016,2022-07-18,431.4649,-0.1491289356651215,-0.0014912893566512153,-0.002007942100901721,0.009835932259341098,-3.240678345028618
100016,2022-07-19,434.4201,0.6849224583506119,0.006849224583506119,-0.001914239586870202,0.009880087001625872,-3.0756420844189796
100016,2022-07-20,429.3142,-1.1753369606977149,-0.011753369606977149,-0.0020103911214137743,0.00993371607097615,-3.2126919516698615
100016,2022-07-21,423.8151,-1.2809033570285069,-0.012809033570285067,-0.0023382138590686335,0.00979535092547143,-3.7893480878322885
100016,2022-07-22,425.7236,0.4503142997972498,0.004503142997972498,-0.0024099256459438508,0.009720258746189729,-3.9357371673815753
100016,2022-07-25,429.7419,0.9438753219224828,0.009438753219224827,-0.0023241997319683487,0.009790886906509876,-3.768353907106807
100016,2022-07-26,424.047,-1.325190771483986,-0.013251907714839861,-0.0022535479708961663,0.009687138233221365,-3.6929342939061773
100016,2022-07-27,428.3319,1.0104776121514725,0.010104776121514725,-0.0021116681034572264,0.009774172151365902,-3.4296195524699127
100016,2022-07-28,428.6948,0.0847240189208342,0.0008472401892083425,-0.002376181179477388,0.009354836267537974,-4.03221454088616
100016,2022-07-29,433.0659,1.0196298158970052,0.010196298158970052,-0.00224603041331337,0.009447940481492266,-3.7737989071939246
100016,2022-08-01,433.0211,-0.0103448458999011,-0.00010344845899901145,-0.0023616015372502253,0.009355942415553974,-4.007000098464356
100016,2022-08-02,423.7137,-2.1494102712315777,-0.021494102712315777,-0.0027484308512050366,0.009419768515107087,-4.63174727677271
100016,2022-08-03,423.3646,-0.0823905387057344,-0.0008239053870573443,-0.002784808306622819,0.009405778641154671,-4.700032082026366
100016,2022-08-04,427.5619,0.991414964784476,0.009914149647844761,-0.0025981567196698037,0.009489812644267107,-4.3461826729974655
100016,2022-08-05,424.424,-0.73390542983367,-0.0073390542983367,-0.0024492176537159022,0.009305221465361325,-4.178312687681808
100016,2022-08-08,423.1925,-0.2901579552522904,-0.0029015795525229038,-0.002554471178295454,0.009255484259456086,-4.381291316322166
100016,2022-08-09,422.7537,-0.1036880379496341,-0.001036880379496341,-0.002492131475344359,0.00924649695280631,-4.278524170974735
100016,2022-08-10,412.293,-2.4744195024194893,-0.024744195024194893,-0.0027900831209873795,0.009525621326054284,-4.649691073782756
100016,2022-08-11,418.6311,1.5372805262277025,0.015372805262277023,-0.002503147653393583,0.009679945183951206,-4.10500641887997
100016,2022-08-12,415.5307,-0.7406043172616616,-0.0074060431726166165,-0.002565195814110499,0.009693416437057116,-4.200915270105153
100016,2022-08-15,417.6036,0.4988560412022336,0.004988560412022336,-0.0025188075818807962,0.009719721553421908,-4.113783563934123
100016,2022-08-16,417.4997,-0.0248800537160032,-0.00024880053716003214,-0.0025536705950246893,0.009705724251707444,-4.176737654765995
100016,2022-08-17,422.3739,1.167473892795612,0.011674738927956119,-0.0023209199240036503,0.00979355526433283,-3.7620108935344256
100016,2022-08-18,424.1079,0.4105367306076468,0.004105367306076468,-0.002399006403403556,0.00971276114291447,-3.920928916297473
100016,2022-08-19,423.4485,-0.1554793013758826,-0.0015547930137588262,-0.002363649142030158,0.00970994630949523,-3.864261006453338
100016,2022-08-22,420.3416,-0.7337137810146888,-0.007337137810146888,-0.002287946446479985,0.009643350667972492,-3.766328231031363
100016,2022-08-23,423.5281,0.7580739094108058,0.007580739094108058,-0.0021987658318842456,0.00969754138664358,-3.599296368321183
100016,2022-08-24,416.803,-1.5878757513373976,-0.015878757513373976,-0.0023842997760772527,0.009798360850369954,-3.8628487079790834
100016,2022-08-25,419.4003,0.6231481059397304,0.006231481059397304,-0.00233655026434589,0.009830061354973059,-3.77328118433401
100016,2022-08-26,415.5691,-0.9134948162888844,-0.009134948162888845,-0.002578132828295336,0.009725283254230126,-4.208267131506404
100016,2022-08-29,420.401,1.1627187873208156,0.011627187873208156,-0.0024315178323962585,0.009839474167183017,-3.922887372007472
100016,2022-08-30,421.2166,0.1940052473709652,0.0019400524737096525,-0.0024039733487296907,0.009848297607394816,-3.8749736610661283
100016,2022-08-31,423.8348,0.6215804410367287,0.006215804410367287,-0.002233009794843757,0.009863048989593542,-3.594013533884766
100016,2022-09-01,424.3603,0.1239869873828292,0.001239869873828292,-0.002305706220311743,0.009812380571452225,-3.7301805882260433
100016,2022-09-02,418.068,-1.4827730115187563,-0.014827730115187565,-0.00249427796061259,0.009888691534935315,-4.004112674241755
100016,2022-09-05,415.1206,-0.7050049274280656,-0.007050049274280656,-0.0025372405883713465,0.009900112148332064,-4.068382769361305
100016,2022-09-06,417.805,0.6466554538608671,0.006466554538608671,-0.002285946210586176,0.009837538165587379,-3.6887553055731757
100016,2022-09-07,418.6355,0.1987769413960949,0.001987769413960949,-0.002412111301255727,0.00970679521464076,-3.944770542663957
100016,2022-09-08,423.2368,1.099118445521241,0.01099118445521241,-0.002176006499624186,0.009772016982171118,-3.534892781973031
100016,2022-09-09,424.9639,0.4080694306355159,0.004080694306355159,-0.0020785787409498433,0.009790386822747207,-3.3702871164854886
100016,2022-09-12,421.5737,-0.7977618804797415,-0.007977618804797415,-0.0022081416024303272,0.009790439413551406,-3.580346065913967
100016,2022-09-13,418.8403,-0.6483801053054239,-0.006483801053054239,-0.0021692209868717435,0.009766101820963609,-3.5260041571664424
100016,2022-09-14,419.437,0.142464801023201,0.0014246480102320103,-0.0020136609024208464,0.009709819094384602,-3.2921185786255607
100016,2022-09-15,411.1759,-1.9695687314185475,-0.019695687314185473,-0.0020319386082726086,0.009741841759298403,-3.3110808220891412
100016,2022-09-16,417.5046,1.5391709484918747,0.015391709484918747,-0.0019375655058747462,0.009869625184489311,-3.1164201567641743
100016,2022-09-19,419.3505,0.4421268651890297,0.004421268651890298,-0.0018408508896817432,0.00988901175969178,-2.9550578601000828
100016,2022-09-20,424.1319,1.1401917965997432,0.011401917965997432,-0.002010627216191632,0.009518033235329992,-3.353394211876836
100016,2022-09-21,418.4765,-1.3334059522521091,-0.013334059522521091,-0.0020674535246630924,0.009570642229852232,-3.429216812460625
100016,2022-09-22,423.3133,1.1558116166618726,0.011558116166618726,-0.001854789928693232,0.00965897735926817,-3.0483431338913474
100016,2022-09-23,431.9494,2.040120166316539,0.02040120166316539,-0.0015785487473396328,0.009935184140808753,-2.5222164131000553
100016,2022-09-26,427.1671,-1.1071435682049824,-0.011071435682049824,-0.001731162711570305,0.009974699835874479,-2.7551060718620928
100016,2022-09-27,430.305,0.7345837261343302,0.007345837261343302,-0.0016092702708273034,0.010018237721304465,-2.5499867625486203
100016,2022-09-28,430.5313,0.0525906043387758,0.0005259060433877583,-0.001669356027944344,0.009988662978602392,-2.6530282835823384
100016,2022-09-29,424.9261,-1.3019262478709326,-0.013019262478709326,-0.0017242193833386038,0.010037717998162617,-2.726828365689968
100016,2022-09-30,426.9974,0.4874494647422178,0.004874494647422178,-0.001541161395695545,0.010005754754588474,-2.4451107686926274
100016,2022-10-03,430.3701,0.7898642942556489,0.007898642942556489,-0.001284222458120675,0.009947131999103168,-2.049475116593028
100016,2022-10-04,428.3154,-0.477426289605154,-0.00477426289605154,-0.0011271240947210597,0.009775758273318636,-1.83029692508654
100016,2022-10-05,432.9656,1.0856952610155846,0.010856952610155846,-0.0009615496452142374,0.009851688533251487,-1.5493920007068815
100016,2022-10-06,426.8679,-1.4083566916170631,-0.014083566916170631,-0.0010942964978657987,0.009947719791038244,-1.7462713796161227
100016,2022-10-07,421.495,-1.2586797929757698,-0.012586797929757698,-0.001178148103535359,0.0100129463884876,-1.867833963322212
100016,2022-10-10,422.2208,0.1721965859618812,0.0017219658596188125,-0.001287325922692897,0.00992581658070978,-2.0588397257016084
100016,2022-10-11,422.5333,0.0740134072030551,0.0007401340720305516,-0.0014058875067109813,0.009835757686800303,-2.269044540868483
100016,2022-10-12,420.0881,-0.5786999509861168,-0.005786999509861168,-0.0014431436537829744,0.009846040566808968,-2.326741915073157
100016,2022-10-13,423.3166,0.7685292680273514,0.007685292680273514,-0.001188992061132637,0.009782262141859966,-1.9294784328825623
100016,2022-10-14,425.5227,0.5211465839043417,0.0052114658390434165,-0.001081396648970582,0.009798985900840803,-1.7518792030607624
100016,2022-10-17,428.9765,0.8116605765097873,0.008116605765097873,-0.0009382936409970764,0.009838584639839455,-1.5139321691328718
100016,2022-10-18,428.7321,-0.0569728178583139,-0.0005697281785831398,-0.0008861172663154005,0.009827823822536047,-1.4313113226968468
100016,2022-10-19,431.2389,0.5847007956716999,0.005847007956716999,-0.0007586887710222805,0.009840077386307603,-1.2239548929251276
100016,2022-10-20,429.769,-0.340855150126762,-0.0034085515012676204,-0.0007384142141791604,0.009832631364145812,-1.1921490613777095
100016,2022-10-21,437.8501,1.8803357152330724,0.018803357152330724,-0.0004973878713152789,0.010042943879081967,-0.7862025090358177
100016,2022-10-24,434.9481,-0.6627839070951436,-0.006627839070951436,-0.0005146278816119855,0.010052219861589263,-0.8127025142106495
100016,2022-10-25,443.3278,1.926597679125397,0.01926597679125397,-0.00032673972926535854,0.010262317040328164,-0.50542507916111
100016,2022-10-26,443.6931,0.0823995246858055,0.0008239952468580558,-0.0003587043815970229,0.01025410824110401,-0.5553145523219625
100016,2022-10-27,438.5694,-1.154784692392119,-0.01154784692392119,-0.0004038242019644928,0.010294680462876054,-0.6227012575902809
100016,2022-10-28,444.122,1.2660710026737076,0.012660710026737076,-0.0003942016050027296,0.010306608540880637,-0.6071596155745467
100016,2022-10-31,444.8448,0.1627480737274922,0.0016274807372749223,-0.00028617942581121963,0.010275897490330994,-0.44209837150605374
100016,2022-11-01,448.4277,0.8054269713841711,0.00805426971384171,-4.493350123387795e-05,0.010213119649568416,-0.06984126724018869
100016,2022-11-02,453.5279,1.1373516845636369,0.011373516845636367,3.831047296920027e-05,0.010275822697710359,0.05918357317026365
100016,2022-11-03,455.1164,0.3502540858015601,0.0035025408580156014,0.000151344927879693,0.010257130923349452,0.2342298510292877
100016,2022-11-04,452.9791,-0.4696161245782315,-0.004696161245782315,6.188862016937148e-05,0.010263983438451418,0.09571833329719266
100016,2022-11-07,457.1295,0.9162453631966772,0.009162453631966772,0.00039113824048712356,0.010071428907060417,0.6165090507767985
100016,2022-11-08,457.3685,0.0522827776374024,0.0005228277763740241,0.0002538527797317718,0.009983122803781759,0.40366005987924053
100016,2022-11-09,460.3808,0.658615536487539,0.00658615536487539,0.00025519083017596646,0.00998397277860938,0.4057531937324248
100016,2022-11-10,451.9519,-1.8308539365672891,-0.018308539365672893,0.00019216961508821868,0.01008366684194647,0.30252864500724924
100016,2022-11-11,453.9711,0.4467732075028152,0.004467732075028152,0.00038011814134066967,0.010002744870006703,0.6032532573096638
100016,2022-11-14,451.6546,-0.5102747729976542,-0.005102747729976542,0.00015252088354671277,0.009889990224247901,0.2448125742040148
100016,2022-11-15,458.5248,1.5211181287647646,0.015211181287647646,0.0003878587638100117,0.009994134562149353,0.616068050601195
100016,2022-11-16,461.2893,0.6029117727111011,0.006029117727111011,0.0005306003081978533,0.009981800112004793,0.8438376517141815
100016,2022-11-17,462.5046,0.2634572273841895,0.0026345722738418953,0.0007741011384359268,0.009757880276185153,1.259338530876591
100016,2022-11-18,464.7322,0.4816384528932182,0.004816384528932183,0.0008562211355457872,0.009760482585533067,1.3925632295820076
100016,2022-11-21,460.8957,-0.8255291972452117,-0.008255291972452117,0.0007810655509257772,0.009804702678116327,1.2646004309758085
100016,2022-11-22,467.7825,1.4942209267736928,0.014942209267736928,0.0008709876029727861,0.009897652099004594,1.3969474191064015
100016,2022-11-23,476.316,1.824245242179856,0.01824245242179856,0.0012042745144036273,0.009972517967004504,1.9169948166995152
100016,2022-11-24,478.216,0.3988948513172108,0.003988948513172108,0.0013909187597753738,0.009863902843771609,2.238480157730092
100016,2022-11-25,485.221,1.4648192448600603,0.014648192448600605,0.0015036415314490193,0.009957393135321697,2.397170523933854
100016,2022-11-28,483.0407,-0.4493416402010619,-0.004493416402010619,0.0013488396467686255,0.009940928520608844,2.1539402017360576
100016,2022-11-29,479.9044,-0.6492827623013953,-0.0064928276230139526,0.0014239405366778023,0.009854540752237089,2.293800981606214
100016,2022-11-30,480.3253,0.0877049679061103,0.0008770496790611038,0.0013214102428727621,0.009811115971293699,2.138058234821042
100016,2022-12-01,482.4201,0.4361211037603008,0.004361211037603008,0.0013604543634104806,0.009816198518937507,2.20009237304611
100016,2022-12-02,480.9949,-0.2954271598550773,-0.002954271598550773,0.001214336921660249,0.009781008453246549,1.9708602755518492
100016,2022-12-05,483.5309,0.5272405175190009,0.005272405175190009,0.0012740686287067938,0.00978928185782751,2.066056812180917
100016,2022-12-06,485.0894,0.3223165262034033,0.0032231652620340334,0.0015487049395329028,0.009485349193177046,2.5918844150737876
100016,2022-12-07,481.0854,-0.825414861672924,-0.00825414861672924,0.0014661466814254373,0.009538418955574862,2.440064452606485
100016,2022-12-08,483.5409,0.5104083391431091,0.005104083391431091,0.0014127015007986189,0.009503965212596463,2.359640485379938
100016,2022-12-09,487.4889,0.8164769515877524,0.008164769515877524,0.0015849662098454435,0.009484039226868688,2.652936999128916
100016,2022-12-12,488.4785,0.2029994939371837,0.0020299949393718375,0.0016397614819776073,0.009472065218480237,2.7481236609168236
100016,2022-12-13,493.7241,1.073865072874236,0.01073865072874236,0.0017706007165135928,0.009515904137417108,2.953730365148006
100016,2022-12-14,488.7036,-1.0168634668633825,-0.010168634668633825,0.001932551387130938,0.009177596583136952,3.342738147106726
100016,2022-12-15,490.9778,0.4653536417575044,0.004653536417575044,0.0018134483999675828,0.009070140834342433,3.173886868611158
100016,2022-12-16,486.1873,-0.97570602988567,-0.009757060298856701,0.001787325987453804,0.009100327013281704,3.117791306425002
100016,2022-12-19,481.6822,-0.9266181983774492,-0.00926618198377449,0.0016289399608338392,0.009167783167433321,2.820596838937822
100016,2022-12-20,479.2566,-0.5035685354368602,-0.005035685354368602,0.0015757523517537441,0.009192651442594091,2.7211184128541976
100016,2022-12-21,475.5366,-0.7762021430690713,-0.007762021430690713,0.0013597883477687793,0.009181036670837051,2.351147435435478
100016,2022-12-22,473.4881,-0.430776516465825,-0.0043077651646582504,0.001266309098093949,0.009195586485900287,2.186052381736958
100016,2022-12-23,472.8386,-0.1371734580024264,-0.0013717345800242642,0.0012683430806909998,0.009194975696905824,2.1897091276144245
100016,2022-12-26,476.5883,0.7930190132531489,0.00793019013253149,0.0014379800578318705,0.009175241753147021,2.4879154526834046
100016,2022-12-27,475.4855,-0.2313946859375248,-0.002313946859375249,0.0013280391027931672,0.009160078311048647,2.3015051256419796
100016,2022-12-28,469.1246,-1.337769500857544,-0.013377695008575441,0.0013558286861798175,0.009110952384031226,2.3623340609219934
